裏,back
裏,back
里,village
常,permanent
布,to spread
擎,to lift up
日,day
淨,clear
板,board
罵,to scold
染,defiled
用,to use
葉,leaf
肉,flesh
膠,to resist
漆,varnish
塵,object
本,root
濕,dampness
熱,heat
更,still more
流,to flow; a current
土,earth
眼,eye
視,to look (at)
知,to know
況,still more
寶,jewel
施,charity
猶,similar to
體,body
貯,to stock up
則,then
判,to divide
葶,a medicinal herb
藶,Draba nemerosa
子,child
須,to wait
何,what
藥,medicines
覓,to search for
違,contrary
寧,to stop
犯,to commit crimes
師,teacher
病,to get sick
許,to grant
乞,to pray for
差,to send
懷,yearning
慚,conscience
謂,to say
失,to be lost
積,to accumulate
殺,to kill
麗,elegant
術,technique
逼,to annoy
投,throw
乎,what? how?
方,to make even
告,to address
善,good
熟,to ripen
滅,to cease
惡,unwholesome
快,pleasure
浴,to bathe
浣,to wash
垢,impurity
念,mindfulness, memory
除,except for
亦,also
似,to seem
斯,this
誠,sincere
要,important
障,obstacle
遇,to meet
戴,to wear (on the head)
音,sound
終,final
將,will
決,to decide
負,negative
報,retribution
契,agree
恥,to be ashamed
心,heart, mind
齊,to adjust
平,level
現,to manifest
相,characteristic
田,field
拂,to expel
床,(raised) bed
卷,roll
周,to go around
泥,mud
華,flower
灑,to sprinkle
移,to move
異,to differ
同,the same
耶,transliteration of the jha or ya sound into Chinese
車,car
輿,palanquin
賢,intelligent
勝,superior
諂,guile
瞋,aversion
光,light
功,efficacy
蓮,lotus
嚴,to adorn
奏,proclaims
志,resolution
誌,to remember
強,strong
逐,chase
幻,an illusion
邪,mistaken
福,merit
傍,second meaning
昔,ancient
勸,to exhort
未,not yet
由,through
亂,confused
道,way
悅,to be pleased
細,subtle
睒,to glance at
鑠,to melt
力,strength
無,nonexistent
依,support
永,forever
淪,ripples
讀,read
矯,to straighten
科,gist
出,to emerge
敬,to respect,
仰,to look up
某,certain..(person or thing)
年,lunar year
月,moon
逆,to disobey
防,to protect
救,to save
興,to raise
深,profound
思,to think
末,branch
錢,coin
吞,to swallow
銅,copper
歲,solar year
鬼,demon
迷,perplexity
謗,to slander
示,to show to someone else
巫,sorceress
端,starting point
極,very
敢,to dare
易,to change
免,to avoid
千,thousand
空,emptiness
滿,full
潔,clear, pure
般,a sort
住,to abide
感,feeling
緻,fine
致,to cause
專,single
到,to reach to
累,fetters
向,to tend toward
像,an image
度,to cross over (to the shore of liberation)
邑,village
悔,remorse
罪,sin
妨,to hinder
謹,to be prudent
奉,to receive with both hands
惻,to extend
夕,evening
雨,rain
巾,napkin
箒,to sweep
刀,sword
斧,axe
錐,awl
墮,to fall
具,to be endowed with
割,to cut
嚫,dakṣiṇā
緣,condition
辦,to transact
限,to limit
備,(be) provided with
厚,thick
典,canon
盜,to steal
意,mentation
良,good
友,friend
窟,a cave
宅,abode
輒,therefore
癩,leprosy
爾,so
凡,all
撮,pick, pinch
片,piece
鹽,salt
酢,vinegar
燋,cook, burn
腸,intestines
猪,hog
豬,boar
狗,dog
鳥,a bird
怪,strange
都,all
圊,toilet
內,within
輕,light (not heavy)
奪,to snatch
釋,to explain
特,special
勒,bridle
久,long time
根,faculties
攜,to take by the hand
率,to follow
毘,transcription of Sanskrit vi sound
茶,tea
婆,an old lady
覺,enlightenment
攬,to seize
奔,to run
種,seed
利,profit
恩,compassion
誰,who?
最,most
孝,filial piety
莫,no
長,long
財,money
養,nourish
智,to know
追,to chase
